masv,mamh,diem
T0538,TTNT,6.5
T0539,CSD1,5.5
T0539,CSD2,9.0
T0539,CTDL,10.0
T0539,KTLT,7.0
T0539,LQL1,6.0
T0539,LQL2,8.0
T0539,NMLT,4.5
T0539,TOA1,7.5
T0539,TOA2,4.5
T0539,TTNT,9.0
T0540,CSD1,5.0
T0540,CSD2,5.0
T0540,CTDL,7.5
T0540,KTLT,7.5
T0540,LQL1,9.0
T0540,LQL2,8.0
T0540,NMLT,9.0
T0540,TOA1,8.0
T0540,TOA2,7.0
T0540,TTNT,8.0
T0541,CSD1,5.5
T0541,CSD2,9.0
T0541,CTDL,7.0
T0541,KTLT,5.5
T0541,LQL1,7.0
T0541,LQL2,8.5
T0541,NMLT,5.5
T0541,TOA1,4.5
T0541,TOA2,8.0
T0541,TTNT,7.5
T0542,CSD1,9.0
T0542,CSD2,10.0
T0542,CTDL,7.0
T0542,KTLT,10.0
T0542,LQL1,6.0
T0542,LQL2,4.5
T0542,NMLT,7.0
T0542,TOA1,7.5
T0542,TOA2,5.0
T0542,TTNT,5.0
T0543,CSD1,9.0
T0543,CSD2,5.5
T0543,CTDL,7.5
T0543,KTLT,7.0
T0543,LQL1,6.0
T0543,LQL2,8.5
T0543,NMLT,6.0
T0543,TOA1,7.5
T0543,TOA2,6.0
T0543,TTNT,4.0
T0544,CSD1,5.5
T0544,CSD2,8.0
T0544,CTDL,5.0
T0544,KTLT,9.0
T0544,LQL1,9.5
T0544,LQL2,5.0
T0544,NMLT,7.0
T0544,TOA1,9.5
T0544,TOA2,10.0
T0544,TTNT,9.5
T0545,CSD1,7.5
T0545,CSD2,4.5
T0545,CTDL,5.0
T0545,KTLT,9.0
T0545,LQL1,6.5
T0545,LQL2,8.5
T0545,NMLT,6.0
T0545,TOA1,9.0
T0545,TOA2,6.5
T0545,TTNT,5.0
T0546,CSD1,5.5
T0546,CSD2,8.0
T0546,CTDL,9.0
T0546,KTLT,4.0
T0546,LQL1,7.0
T0546,LQL2,7.0
T0546,NMLT,9.0
T0546,TOA1,4.5
T0546,TOA2,7.5
T0546,TTNT,4.0
T0547,CSD1,7.0
T0547,CSD2,8.5
T0547,CTDL,6.0
T0547,KTLT,4.0
T0547,LQL1,8.0
T0547,LQL2,7.5
T0547,NMLT,6.5
T0547,TOA1,7.5
T0547,TOA2,6.0
T0547,TTNT,9.5
T0548,CSD1,7.5
T0548,CSD2,6.5
T0548,CTDL,8.5
T0548,KTLT,6.0
T0548,LQL1,10.0
T0548,LQL2,8.0
T0548,NMLT,6.5
T0548,TOA1,7.0
T0548,TOA2,9.0
T0548,TTNT,4.0
T0549,CSD1,5.5
T0549,CSD2,8.0
T0549,CTDL,6.0
T0549,KTLT,5.0
T0549,LQL1,8.5
T0549,LQL2,7.5
T0549,NMLT,7.5
T0549,TOA1,6.0
T0549,TOA2,7.5
T0549,TTNT,5.0
T0550,CSD1,6.5
T0550,CSD2,5.0
T0550,CTDL,9.5
T0550,KTLT,4.0
T0550,LQL1,7.5
T0550,LQL2,7.5
T0550,NMLT,6.0
T0550,TOA1,7.0
T0550,TOA2,8.5
T0550,TTNT,6.0
T0551,CSD1,4.5
T0551,CSD2,7.0
T0551,CTDL,10.0
T0551,KTLT,6.5
T0551,LQL1,6.5
T0551,LQL2,7.5
T0551,NMLT,8.5
T0551,TOA1,7.0
T0551,TOA2,7.5
T0551,TTNT,4.5
T0552,CSD1,9.5
T0552,CSD2,10.0
T0552,CTDL,8.5
T0552,KTLT,10.0
T0552,LQL1,8.5
T0552,LQL2,7.0
T0552,NMLT,4.0
T0552,TOA1,7.5
T0552,TOA2,6.0
T0552,TTNT,10.0
T0553,CSD1,9.5
T0553,CSD2,6.0
T0553,CTDL,6.0
T0553,KTLT,7.0
T0553,LQL1,4.0
T0553,LQL2,9.0
T0553,NMLT,7.5
T0553,TOA1,6.5
T0553,TOA2,8.0
T0553,TTNT,8.5
T0554,CSD1,6.0
T0554,CSD2,4.0
T0554,CTDL,7.0
T0554,KTLT,6.0
T0554,LQL1,6.0
T0554,LQL2,10.0
T0554,NMLT,9.0
T0554,TOA1,10.0
T0554,TOA2,4.0
T0554,TTNT,10.0
T0555,CSD1,8.0
T0555,CSD2,6.0
T0555,CTDL,10.0
T0555,KTLT,9.5
T0555,LQL1,5.0
T0555,LQL2,9.5
T0555,NMLT,8.5
T0555,TOA1,5.5
T0555,TOA2,8.0
T0555,TTNT,6.5
T0556,CSD1,9.5
T0556,CSD2,5.0
T0556,CTDL,5.5
T0556,KTLT,9.5
T0556,LQL1,4.0
T0556,LQL2,10.0
T0556,NMLT,8.5
T0556,TOA1,4.5
T0556,TOA2,9.0
T0556,TTNT,10.0
T0557,CSD1,10.0
T0557,CSD2,9.0
T0557,CTDL,6.5
T0557,KTLT,5.5
T0557,LQL1,10.0
T0557,LQL2,7.5
T0557,NMLT,9.5
T0557,TOA1,7.0
T0557,TOA2,7.0
T0557,TTNT,9.5
T0558,CSD1,6.0
T0558,CSD2,5.0
T0558,CTDL,10.0
T0558,KTLT,9.5
T0558,LQL1,4.0
T0558,LQL2,8.0
T0558,NMLT,9.0
T0558,TOA1,10.0
T0558,TOA2,5.5
T0558,TTNT,7.0
T0559,CSD1,9.0
T0559,CSD2,8.0
T0559,CTDL,8.0
T0559,KTLT,9.5
T0559,LQL1,9.5
T0559,LQL2,5.0
T0559,NMLT,9.5
T0559,TOA1,6.0
T0559,TOA2,8.0
T0559,TTNT,8.0
T0560,CSD1,9.5
T0560,CSD2,8.5
T0560,CTDL,6.0
T0560,KTLT,9.5
T0560,LQL1,5.5
T0560,LQL2,8.5
T0560,NMLT,4.0
T0560,TOA1,5.0
T0560,TOA2,6.5
T0560,TTNT,9.5
T0561,CSD1,4.5
T0561,CSD2,8.0
T0561,CTDL,7.5
T0561,KTLT,9.0
T0561,LQL1,8.5
T0561,LQL2,4.0
T0561,NMLT,5.0
T0561,TOA1,10.0
T0561,TOA2,6.0
T0561,TTNT,10.0
T0562,CSD1,6.5
T0562,CSD2,7.5
T0562,CTDL,5.5
T0562,KTLT,7.0
T0562,LQL1,6.0
T0562,LQL2,7.0
T0562,NMLT,6.0
T0562,TOA1,4.5
T0562,TOA2,10.0
T0562,TTNT,4.5
T0563,CSD1,10.0
T0563,CSD2,8.0
T0563,CTDL,9.0
T0563,KTLT,7.0
T0563,LQL1,7.5
T0563,LQL2,6.5
T0563,NMLT,8.5
T0563,TOA1,7.5
T0563,TOA2,8.0
T0563,TTNT,7.0
T0564,CSD1,6.5
T0564,CSD2,6.5
T0564,CTDL,5.0
T0564,KTLT,6.5
T0564,LQL1,9.0
T0564,LQL2,9.5
T0564,NMLT,7.5
T0564,TOA1,9.0
T0564,TOA2,9.5
T0564,TTNT,5.0
T0565,CSD1,8.0
T0565,CSD2,7.0
T0565,CTDL,6.5
T0565,KTLT,6.0
T0565,LQL1,4.5
T0565,LQL2,8.0
T0565,NMLT,4.5
T0565,TOA1,4.0
T0565,TOA2,8.5
T0565,TTNT,9.0
T0566,CSD1,5.5
T0566,CSD2,8.5
T0566,CTDL,8.5
T0566,KTLT,7.5
T0566,LQL1,5.0
T0566,LQL2,9.5
T0566,NMLT,9.0
T0566,TOA1,6.0
T0566,TOA2,9.5
T0566,TTNT,10.0
T0567,CSD1,7.5
T0567,CSD2,9.0
T0567,CTDL,4.0
T0567,KTLT,5.0
T0567,LQL1,9.5
T0567,LQL2,8.5
T0567,NMLT,6.5
T0567,TOA1,8.5
T0567,TOA2,10.0
T0567,TTNT,6.0
T0568,CSD1,5.5
T0568,CSD2,5.0
T0568,CTDL,6.0
T0568,KTLT,4.0
T0568,LQL1,9.0
T0568,LQL2,7.0
T0568,NMLT,9.5
T0568,TOA1,10.0
T0568,TOA2,6.5
T0568,TTNT,5.0
T0569,CSD1,8.5
T0569,CSD2,6.0
T0569,CTDL,8.5
T0569,KTLT,5.5
T0569,LQL1,8.5
T0569,LQL2,4.0
T0569,NMLT,7.0
T0569,TOA1,7.5
T0569,TOA2,9.0
T0569,TTNT,5.5
T0570,CSD1,5.0
T0570,CSD2,9.5
T0570,CTDL,5.0
T0570,KTLT,9.0
T0570,LQL1,9.5
T0570,LQL2,9.0
T0570,NMLT,5.5
T0570,TOA1,9.5
T0570,TOA2,8.5
T0570,TTNT,10.0
T0571,CSD1,4.0
T0571,CSD2,8.0
T0571,CTDL,9.0
T0571,KTLT,7.0
T0571,LQL1,10.0
T0571,LQL2,7.5
T0571,NMLT,7.0
T0571,TOA1,8.0
T0571,TOA2,9.0
T0571,TTNT,10.0
T0572,CSD1,7.0
T0572,CSD2,7.0
T0572,CTDL,4.5
T0572,KTLT,4.0
T0572,LQL1,8.0
T0572,LQL2,7.0
T0572,NMLT,5.5
T0572,TOA1,6.0
T0572,TOA2,9.0
T0572,TTNT,4.5
T0573,CSD1,7.5
T0573,CSD2,9.5
T0573,CTDL,8.0
T0573,KTLT,5.0
T0573,LQL1,5.0
T0573,LQL2,8.0
T0573,NMLT,5.0
T0573,TOA1,6.0
T0573,TOA2,8.5
T0573,TTNT,4.5
T0574,CSD1,9.0
T0574,CSD2,7.0
T0574,CTDL,9.0
T0574,KTLT,7.0
T0574,LQL1,9.0
T0574,LQL2,7.5
T0574,NMLT,9.0
T0574,TOA1,7.0
T0574,TOA2,7.0
T0574,TTNT,7.5
T0575,CSD1,9.0
T0575,CSD2,8.5
T0575,CTDL,6.0
T0575,KTLT,4.5
T0575,LQL1,9.5
T0575,LQL2,7.0
T0575,NMLT,8.5
T0575,TOA1,7.0
T0575,TOA2,4.0
T0575,TTNT,9.5
T0576,CSD1,9.0
T0576,CSD2,9.5
T0576,CTDL,8.5
T0576,KTLT,10.0
T0576,LQL1,7.5
T0576,LQL2,4.0
T0576,NMLT,10.0
T0576,TOA1,5.0
T0576,TOA2,7.5
T0576,TTNT,9.0
T0577,CSD1,6.0
T0577,CSD2,8.0
T0577,CTDL,10.0
T0577,KTLT,7.0
T0577,LQL1,10.0
T0577,LQL2,7.0
T0577,NMLT,4.0
T0577,TOA1,9.0
T0577,TOA2,8.0
T0577,TTNT,7.5
T0578,CSD1,5.0
T0578,CSD2,6.5
T0578,CTDL,5.0
T0578,KTLT,6.5
T0578,LQL1,8.5
T0578,LQL2,8.5
T0578,NMLT,7.5
T0578,TOA1,6.0
T0578,TOA2,7.5
T0578,TTNT,7.5
T0579,CSD1,7.0
T0579,CSD2,10.0
T0579,CTDL,6.0
T0579,KTLT,9.0
T0579,LQL1,9.0
T0579,LQL2,6.0
T0579,NMLT,7.5
T0579,TOA1,4.5
T0579,TOA2,10.0
T0579,TTNT,7.0
T0580,CSD1,7.5
T0580,CSD2,5.0
T0580,CTDL,7.5
T0580,KTLT,6.5
T0580,LQL1,4.5
T0580,LQL2,9.5
T0580,NMLT,6.0
T0580,TOA1,4.0
T0580,TOA2,4.0
T0580,TTNT,6.5
T0581,CSD1,9.0
T0581,CSD2,7.5
T0581,CTDL,7.0
T0581,KTLT,6.0
T0581,LQL1,6.0
T0581,LQL2,8.5
T0581,NMLT,5.5
T0581,TOA1,7.0
T0581,TOA2,7.5
T0581,TTNT,5.5
T0582,CSD1,7.0
T0582,CSD2,9.5
T0582,CTDL,9.0
T0582,KTLT,6.0
T0582,LQL1,7.0
T0582,LQL2,8.5
T0582,NMLT,4.0
T0582,TOA1,5.0
T0582,TOA2,5.5
T0582,TTNT,6.0
T0583,CSD1,9.5
T0583,CSD2,8.0
T0583,CTDL,7.5
T0583,KTLT,8.5
T0583,LQL1,7.5
T0583,LQL2,10.0
T0583,NMLT,9.0
T0583,TOA1,5.0
T0583,TOA2,5.0
T0583,TTNT,4.0
T0584,CSD1,9.5
T0584,CSD2,10.0
T0584,CTDL,9.5
T0584,KTLT,8.0
T0584,LQL1,7.0
T0584,LQL2,9.5
T0584,NMLT,6.5
T0584,TOA1,5.5
T0584,TOA2,9.5
T0584,TTNT,7.5
T0585,CSD1,8.5
T0585,CSD2,5.0
T0585,CTDL,6.0
T0585,KTLT,8.5
T0585,LQL1,5.5
T0585,LQL2,7.5
T0585,NMLT,4.0
T0585,TOA1,9.0
T0585,TOA2,10.0
T0585,TTNT,6.0
T0586,CSD1,6.0
T0586,CSD2,9.5
T0586,CTDL,9.0
T0586,KTLT,5.0
T0586,LQL1,7.5
T0586,LQL2,8.5
T0586,NMLT,7.5
T0586,TOA1,7.5
T0586,TOA2,5.0
T0586,TTNT,9.5
T0587,CSD1,6.5
T0587,CSD2,6.5
T0587,CTDL,8.5
T0587,KTLT,4.5
T0587,LQL1,6.5
T0587,LQL2,6.5
T0587,NMLT,9.0
T0587,TOA1,5.0
T0587,TOA2,9.5
T0587,TTNT,9.0
T0588,CSD1,5.0
T0588,CSD2,9.0
T0588,CTDL,10.0
T0588,KTLT,6.0
T0588,LQL1,7.0
T0588,LQL2,9.5
T0588,NMLT,4.5
T0588,TOA1,4.0
T0588,TOA2,7.0
T0588,TTNT,8.0
T0589,CSD1,8.0
T0589,CSD2,4.0
T0589,CTDL,9.5
T0589,KTLT,9.0
T0589,LQL1,9.5
T0589,LQL2,8.0
T0589,NMLT,7.5
T0589,TOA1,6.5
T0589,TOA2,5.5
T0589,TTNT,9.0
T0590,CSD1,8.5
T0590,CSD2,9.0
T0590,CTDL,6.0
T0590,KTLT,6.0
T0590,LQL1,6.5
T0590,LQL2,6.5
T0590,NMLT,6.0
T0590,TOA1,9.0
T0590,TOA2,5.5
T0590,TTNT,8.5
T0591,CSD1,9.0
T0591,CSD2,9.5
T0591,CTDL,9.0
T0591,KTLT,8.5
T0591,LQL1,4.5
T0591,LQL2,9.5
T0591,NMLT,6.5
T0591,TOA1,4.0
T0591,TOA2,9.0
T0591,TTNT,6.0
T0592,CSD1,10.0
T0592,CSD2,9.5
T0592,CTDL,6.5
T0592,KTLT,5.5
T0592,LQL1,8.5
T0592,LQL2,6.5
T0592,NMLT,9.0
T0592,TOA1,6.5
T0592,TOA2,5.0
T0592,TTNT,6.0
T0593,CSD1,5.0
T0593,CSD2,9.0
T0593,CTDL,4.0
T0593,KTLT,6.5
T0593,LQL1,6.5
T0593,LQL2,4.5
T0593,NMLT,8.5
T0593,TOA1,10.0
T0593,TOA2,9.5
T0593,TTNT,5.5
T0594,CSD1,9.0
T0594,CSD2,9.0
T0594,CTDL,8.5
T0594,KTLT,7.0
T0594,LQL1,8.5
T0594,LQL2,6.5
T0594,NMLT,5.0
T0594,TOA1,7.5
T0594,TOA2,5.0
T0594,TTNT,4.5
T0595,CSD1,7.5
T0595,CSD2,8.5
T0595,CTDL,7.5
T0595,KTLT,6.0
T0595,LQL1,6.5
T0595,LQL2,7.0
T0595,NMLT,9.0
T0595,TOA1,7.0
T0595,TOA2,7.0
T0595,TTNT,10.0
T0596,CSD1,6.0
T0596,CSD2,8.0
T0596,CTDL,6.0
T0596,KTLT,9.5
T0596,LQL1,8.0
T0596,LQL2,8.5
T0596,NMLT,4.0
T0596,TOA1,6.0
T0596,TOA2,4.0
T0596,TTNT,5.5
T0597,CSD1,8.0
T0597,CSD2,5.0
T0597,CTDL,9.0
T0597,KTLT,9.0
T0597,LQL1,7.0
T0597,LQL2,6.0
T0597,NMLT,4.5
T0597,TOA1,6.5
T0597,TOA2,8.5
T0597,TTNT,7.5
T0598,CSD1,8.0
T0598,CSD2,7.0
T0598,CTDL,8.0
T0598,KTLT,10.0
T0598,LQL1,7.0
T0598,LQL2,9.5
T0598,NMLT,6.5
T0598,TOA1,9.0
T0598,TOA2,5.0
T0598,TTNT,4.0
T0599,CSD1,6.5
T0599,CSD2,7.5
T0599,CTDL,6.0
T0599,KTLT,10.0
T0599,LQL1,6.0
T0599,LQL2,6.0
T0599,NMLT,7.5
T0599,TOA1,6.0
T0599,TOA2,7.5
T0599,TTNT,9.0
T0600,CSD1,9.0
T0600,CSD2,9.5
T0600,CTDL,9.0
T0600,KTLT,7.0
T0600,LQL1,6.5
T0600,LQL2,7.5
T0600,NMLT,8.0
T0600,TOA1,6.5
T0600,TOA2,10.0
T0600,TTNT,7.0
V0601,CSD1,9.0
V0601,CSD2,9.5
V0601,CTDL,9.0
V0601,KTLT,6.5
V0601,LQL1,5.5
V0601,LQL2,5.5
V0601,NMLT,4.5
V0601,TOA1,7.0
V0601,TOA2,7.5
V0601,TTNT,7.5
V0602,CSD1,5.0
V0602,CSD2,8.5
V0602,CTDL,8.5
V0602,KTLT,5.0
V0602,LQL1,4.0
V0602,LQL2,9.5
V0602,NMLT,7.0
V0602,TOA1,4.0
V0602,TOA2,4.5
V0602,TTNT,5.0
V0603,CSD1,6.0
V0603,CSD2,7.0
V0603,CTDL,9.5
V0603,KTLT,4.0
V0603,LQL1,7.5
V0603,LQL2,8.5
V0603,NMLT,5.5
V0603,TOA1,8.0
V0603,TOA2,6.5
V0603,TTNT,5.0
V0604,CSD1,5.0
V0604,CSD2,5.5
V0604,CTDL,7.0
V0604,KTLT,4.5
V0604,LQL1,5.5
V0604,LQL2,7.5
V0604,NMLT,9.0
V0604,TOA1,10.0
V0604,TOA2,4.0
V0604,TTNT,6.5
V0605,CSD1,10.0
V0605,CSD2,7.0
V0605,CTDL,4.0
V0605,KTLT,4.5
V0605,LQL1,10.0
V0605,LQL2,6.0
V0605,NMLT,9.0
V0605,TOA1,7.0
V0605,TOA2,9.0
V0605,TTNT,7.0
V0606,CSD1,5.0
V0606,CSD2,5.0
V0606,CTDL,4.0
V0606,KTLT,7.5
V0606,LQL1,5.0
V0606,LQL2,7.5
V0606,NMLT,5.5
V0606,TOA1,10.0
V0606,TOA2,5.5
V0606,TTNT,6.0
V0607,CSD1,7.0
V0607,CSD2,7.0
V0607,CTDL,5.5
V0607,KTLT,4.0
V0607,LQL1,7.0
V0607,LQL2,10.0
V0607,NMLT,6.0
V0607,TOA1,7.5
V0607,TOA2,7.0
V0607,TTNT,8.0
V0608,CSD1,4.0
V0608,CSD2,6.0
V0608,CTDL,8.5
V0608,KTLT,5.0
V0608,LQL1,6.5
V0608,LQL2,5.0
V0608,NMLT,9.0
V0608,TOA1,7.0
V0608,TOA2,6.5
V0608,TTNT,6.0
V0609,CSD1,9.0
V0609,CSD2,8.5
V0609,CTDL,6.5
V0609,KTLT,10.0
V0609,LQL1,9.0
V0609,LQL2,7.5
V0609,NMLT,6.5
V0609,TOA1,7.0
V0609,TOA2,8.0
V0609,TTNT,6.0
V0610,CSD1,7.5
V0610,CSD2,9.0
V0610,CTDL,8.5
V0610,KTLT,7.5
V0610,LQL1,7.0
V0610,LQL2,6.0
V0610,NMLT,4.0
V0610,TOA1,10.0
V0610,TOA2,6.5
V0610,TTNT,5.0
V0611,CSD1,4.5
V0611,CSD2,10.0
V0611,CTDL,6.0
V0611,KTLT,6.0
V0611,LQL1,5.0
V0611,LQL2,4.0
V0611,NMLT,8.0
V0611,TOA1,6.5
V0611,TOA2,7.0
V0611,TTNT,7.0
V0612,CSD1,9.0
V0612,CSD2,9.5
V0612,CTDL,5.0
V0612,KTLT,10.0
V0612,LQL1,9.0
V0612,LQL2,8.5
V0612,NMLT,8.0
V0612,TOA1,5.0
V0612,TOA2,4.0
V0612,TTNT,6.0
V0613,CSD1,9.5
V0613,CSD2,7.0
V0613,CTDL,5.0
V0613,KTLT,6.0
V0613,LQL1,10.0
V0613,LQL2,4.5
V0613,NMLT,6.5
V0613,TOA1,10.0
V0613,TOA2,10.0
V0613,TTNT,9.0
V0614,CSD1,8.0
V0614,CSD2,6.5
V0614,CTDL,6.5
V0614,KTLT,8.0
V0614,LQL1,6.0
V0614,LQL2,8.0
V0614,NMLT,9.5
V0614,TOA1,6.5
V0614,TOA2,9.0
V0614,TTNT,7.0
V0615,CSD1,6.5
V0615,CSD2,6.5
V0615,CTDL,6.0
V0615,KTLT,10.0
V0615,LQL1,4.5
V0615,LQL2,10.0
V0615,NMLT,7.5
V0615,TOA1,4.0
V0615,TOA2,4.5
V0615,TTNT,7.0
V0616,CSD1,7.0
V0616,CSD2,9.0
V0616,CTDL,9.0
V0616,KTLT,4.5
V0616,LQL1,5.0
V0616,LQL2,8.0
V0616,NMLT,6.5
V0616,TOA1,7.5
V0616,TOA2,7.5
V0616,TTNT,9.5
V0617,CSD1,9.0
V0617,CSD2,9.0
V0617,CTDL,4.0
V0617,KTLT,5.5
V0617,LQL1,4.5
V0617,LQL2,8.0
V0617,NMLT,9.0
V0617,TOA1,5.0
V0617,TOA2,6.0
V0617,TTNT,9.5
V0618,CSD1,7.5
V0618,CSD2,5.0
V0618,CTDL,7.0
V0618,KTLT,7.0
V0618,LQL1,9.0
V0618,LQL2,7.0
V0618,NMLT,8.0
V0618,TOA1,5.0
V0618,TOA2,8.5
V0618,TTNT,8.5
V0619,CSD1,8.0
V0619,CSD2,6.5
V0619,CTDL,8.5
V0619,KTLT,9.5
V0619,LQL1,7.0
V0619,LQL2,7.0
V0619,NMLT,6.5
V0619,TOA1,5.5
V0619,TOA2,5.0
V0619,TTNT,9.5
V0620,CSD1,5.5
V0620,CSD2,6.0
V0620,CTDL,10.0
V0620,KTLT,8.0
V0620,LQL1,9.5
V0620,LQL2,5.0
V0620,NMLT,9.0
V0620,TOA1,4.0
V0620,TOA2,9.5
V0620,TTNT,7.5
V0621,CSD1,6.5
V0621,CSD2,6.5
V0621,CTDL,5.0
V0621,KTLT,7.0
V0621,LQL1,5.5
V0621,LQL2,4.0
V0621,NMLT,4.0
V0621,TOA1,5.5
V0621,TOA2,5.0
V0621,TTNT,6.0
V0622,CSD1,9.0
V0622,CSD2,5.0
V0622,CTDL,4.5
V0622,KTLT,6.0
V0622,LQL1,8.5
V0622,LQL2,8.0
V0622,NMLT,4.0
V0622,TOA1,7.5
V0622,TOA2,10.0
V0622,TTNT,8.0
V0623,CSD1,9.5
V0623,CSD2,10.0
V0623,CTDL,9.5
V0623,KTLT,9.0
V0623,LQL1,4.5
V0623,LQL2,6.0
V0623,NMLT,5.0
V0623,TOA1,4.0
V0623,TOA2,8.0
V0623,TTNT,9.5
V0624,CSD1,8.0
V0624,CSD2,6.0
V0624,CTDL,5.5
V0624,KTLT,6.5
V0624,LQL1,8.5
V0624,LQL2,6.0
V0624,NMLT,7.5
V0624,TOA1,4.0
V0624,TOA2,6.0
V0624,TTNT,8.0
V0625,CSD1,6.0
V0625,CSD2,6.5
V0625,CTDL,9.5
V0625,KTLT,7.5
V0625,LQL1,9.5
V0625,LQL2,5.0
V0625,NMLT,5.0
V0625,TOA1,8.5
V0625,TOA2,7.5
V0625,TTNT,6.5
V0626,CSD1,6.5
V0626,CSD2,6.0
V0626,CTDL,4.5
V0626,KTLT,4.5
V0626,LQL1,9.5
V0626,LQL2,9.5
V0626,NMLT,6.0
V0626,TOA1,7.5
V0626,TOA2,9.0
V0626,TTNT,6.5
V0627,CSD1,8.0
V0627,CSD2,7.0
V0627,CTDL,4.5
V0627,KTLT,9.0
V0627,LQL1,9.0
V0627,LQL2,9.5
V0627,NMLT,4.0
V0627,TOA1,8.0
V0627,TOA2,9.0
V0627,TTNT,10.0
V0628,CSD1,9.0
V0628,CSD2,10.0
V0628,CTDL,8.0
V0628,KTLT,6.5
V0628,LQL1,8.0
V0628,LQL2,7.0
V0628,NMLT,7.5
V0628,TOA1,9.5
V0628,TOA2,5.5
V0628,TTNT,8.5
V0629,CSD1,5.5
V0629,CSD2,8.5
V0629,CTDL,10.0
V0629,KTLT,8.0
V0629,LQL1,8.5
V0629,LQL2,9.5
V0629,NMLT,9.5
V0629,TOA1,5.0
V0629,TOA2,4.0
V0629,TTNT,6.0
V0630,CSD1,7.0
V0630,CSD2,8.5
V0630,CTDL,6.0
V0630,KTLT,9.0
V0630,LQL1,4.0
V0630,LQL2,5.5
V0630,NMLT,8.0
V0630,TOA1,5.0
V0630,TOA2,6.5
V0630,TTNT,9.5
V0631,CSD1,6.0
V0631,CSD2,10.0
V0631,CTDL,9.0
V0631,KTLT,8.0
V0631,LQL1,7.0
V0631,LQL2,9.5
V0631,NMLT,8.5
V0631,TOA1,5.0
V0631,TOA2,8.0
V0631,TTNT,8.5
V0632,CSD1,6.5
V0632,CSD2,8.5
V0632,CTDL,6.0
V0632,KTLT,9.0
V0632,LQL1,7.0
V0632,LQL2,8.0
V0632,NMLT,6.5
V0632,TOA1,4.0
V0632,TOA2,8.5
V0632,TTNT,5.0
V0633,CSD1,7.5
V0633,CSD2,6.5
V0633,CTDL,4.5
V0633,KTLT,8.0
V0633,LQL1,5.0
V0633,LQL2,4.0
V0633,NMLT,7.0
V0633,TOA1,7.0
V0633,TOA2,6.0
V0633,TTNT,6.0
V0634,CSD1,6.0
V0634,CSD2,8.0
V0634,CTDL,4.0
V0634,KTLT,10.0
V0634,LQL1,4.0
V0634,LQL2,8.5
V0634,NMLT,7.5
V0634,TOA1,7.0
V0634,TOA2,5.5
V0634,TTNT,5.0
V0635,CSD1,8.0
V0635,CSD2,10.0
V0635,CTDL,7.0
V0635,KTLT,9.0
V0635,LQL1,7.0
V0635,LQL2,4.5
V0635,NMLT,8.0
V0635,TOA1,9.0
V0635,TOA2,6.5
V0635,TTNT,5.0
V0636,CSD1,10.0
V0636,CSD2,8.0
V0636,CTDL,5.0
V0636,KTLT,7.0
V0636,LQL1,6.5
V0636,LQL2,7.0
V0636,NMLT,9.0
V0636,TOA1,6.0
V0636,TOA2,7.0
V0636,TTNT,5.0
V0637,CSD1,5.5
V0637,CSD2,4.0
V0637,CTDL,9.5
V0637,KTLT,10.0
V0637,LQL1,7.0
V0637,LQL2,5.5
V0637,NMLT,7.5
V0637,TOA1,5.5
V0637,TOA2,9.5
V0637,TTNT,9.5
V0638,CSD1,8.0
V0638,CSD2,5.5
V0638,CTDL,7.5
V0638,KTLT,9.5
V0638,LQL1,4.5
V0638,LQL2,10.0
V0638,NMLT,9.0
V0638,TOA1,5.5
V0638,TOA2,10.0
V0638,TTNT,7.0
V0639,CSD1,10.0
V0639,CSD2,10.0
V0639,CTDL,5.5
V0639,KTLT,5.0
V0639,LQL1,5.0
V0639,LQL2,5.5
V0639,NMLT,8.0
V0639,TOA1,7.0
V0639,TOA2,8.5
V0639,TTNT,4.5
V0640,CSD1,7.0
V0640,CSD2,10.0
V0640,CTDL,9.0
V0640,KTLT,10.0
V0640,LQL1,7.5
V0640,LQL2,7.5
V0640,NMLT,6.5
V0640,TOA1,9.5
V0640,TOA2,5.5
V0640,TTNT,9.5
V0641,CSD1,5.5
V0641,CSD2,8.0
V0641,CTDL,6.5
V0641,KTLT,6.0
V0641,LQL1,6.5
V0641,LQL2,8.0
V0641,NMLT,7.0
V0641,TOA1,7.5
V0641,TOA2,10.0
V0641,TTNT,8.5
V0642,CSD1,7.0
V0642,CSD2,5.0
V0642,CTDL,9.5
V0642,KTLT,7.5
V0642,LQL1,6.5
V0642,LQL2,5.0
V0642,NMLT,9.0
V0642,TOA1,5.0
V0642,TOA2,8.0
V0642,TTNT,5.5
V0643,CSD1,7.5
V0643,CSD2,9.0
V0643,CTDL,6.0
V0643,KTLT,9.0
V0643,LQL1,8.0
V0643,LQL2,6.0
V0643,NMLT,4.5
V0643,TOA1,7.5
V0643,TOA2,4.0
V0643,TTNT,5.5
V0644,CSD1,9.5
V0644,CSD2,4.0
V0644,CTDL,7.5
V0644,KTLT,4.0
V0644,LQL1,9.0
V0644,LQL2,9.5
V0644,NMLT,6.5
V0644,TOA1,9.0
V0644,TOA2,8.0
V0644,TTNT,7.5
V0645,CSD1,4.0
V0645,CSD2,9.5
V0645,CTDL,7.5
V0645,KTLT,9.0
V0645,LQL1,8.0
V0645,LQL2,9.0
V0645,NMLT,10.0
V0645,TOA1,7.5
V0645,TOA2,4.0
V0645,TTNT,5.0
V0646,CSD1,5.0
V0646,CSD2,7.5
V0646,CTDL,9.0
V0646,KTLT,7.5
V0646,LQL1,9.5
